LINE,EAST,NRTH,Bx,By,Bz,Bm
         07,-700.000000,200.000000,-2.515985,-0.963997,-1.221471,0.167627
         07,-700.000000,150.000000,-2.386138,-1.293752,-1.157945,-0.192302
         07,-700.000000,100.000000,-2.178104,-1.602009,-1.054970,-0.565532
         07,-700.000000,50.000000,-1.898161,-1.866768,-0.915596,-0.929059
         07,-700.000000,-0.000000,-1.560059,-2.068623,-0.746809,-1.259077
         07,-700.000000,-50.000000,-1.183622,-2.193788,-0.558806,-1.534376
         07,-700.000000,-100.000000,-0.792130,-2.236194,-0.363598,-1.739409
         07,-700.000000,-150.000000,-0.409077,-2.198112,-0.173262,-1.866264
         07,-700.000000,-200.000000,-0.055082,-2.089214,0.001707,-1.915122
         07,-700.000000,-250.000000,0.254366,-1.924415,0.153570,-1.893226
         07,-700.000000,-300.000000,0.509965,-1.721169,0.277850,-1.812814
         07,-700.000000,-350.000000,0.708462,-1.496872,0.373198,-1.688662
         07,-700.000000,-400.000000,0.851638,-1.266903,0.440808,-1.535807
         07,-700.000000,-450.000000,0.944839,-1.043467,0.483620,-1.367859
         07,-700.000000,-500.000000,0.995460,-0.835235,0.505521,-1.196007
         07,-700.000000,-550.000000,1.011643,-0.647552,0.510692,-1.028669
         07,-700.000000,-600.000000,1.001329,-0.482990,0.503143,-0.871594
         07,-700.000000,-650.000000,0.971667,-0.342019,0.486431,-0.728244
         07,-700.000000,-700.000000,0.928720,-0.223670,0.463539,-0.600281
         07,-700.000000,-750.000000,0.877391,-0.126090,0.436850,-0.488056
         07,-700.000000,-800.000000,0.821484,-0.046976,0.408198,-0.391037
         07,-700.000000,-850.000000,0.763843,0.016121,0.378935,-0.308151
         07,-700.000000,-900.000000,0.706510,0.065593,0.350025,-0.238039
         07,-700.000000,-950.000000,0.650892,0.103657,0.322119,-0.179236
         07,-700.000000,-1000.000000,0.597899,0.132295,0.295632,-0.130286
         08,-650.000000,1000.000000,-0.654092,0.783349,-0.340964,1.004449
         08,-650.000000,950.000000,-0.746882,0.829882,-0.389515,1.087197
         08,-650.000000,900.000000,-0.853031,0.874578,-0.445140,1.173975
         08,-650.000000,850.000000,-0.974001,0.915376,-0.508648,1.263506
         08,-650.000000,800.000000,-1.111126,0.949519,-0.580800,1.353822
         08,-650.000000,750.000000,-1.265440,0.973419,-0.662218,1.442060
         08,-650.000000,700.000000,-1.437410,0.982525,-0.753250,1.524225
         08,-650.000000,650.000000,-1.626589,0.971239,-0.853791,1.594970
         08,-650.000000,600.000000,-1.831154,0.932929,-0.963033,1.647402
         08,-650.000000,550.000000,-2.047353,0.860105,-1.079165,1.673014
         08,-650.000000,500.000000,-2.268902,0.744860,-1.199027,1.661823
         08,-650.000000,450.000000,-2.486434,0.579655,-1.317781,1.602858
         08,-650.000000,400.000000,-2.687159,0.358532,-1.428668,1.485121
         08,-650.000000,350.000000,-2.854986,0.078725,-1.523004,1.299124
         08,-650.000000,300.000000,-2.971357,-0.257487,-1.590554,1.038945
         08,-650.000000,250.000000,-3.017010,-0.641055,-1.620449,0.704580
         08,-650.000000,200.000000,-2.974675,-1.055130,-1.602673,0.304057
         08,-650.000000,150.000000,-2.832386,-1.475360,-1.529978,-0.145378
         08,-650.000000,100.000000,-2.586713,-1.871964,-1.399848,-0.617763
         08,-650.000000,50.000000,-2.244958,-2.213581,-1.215917,-1.080982
         08,-650.000000,-0.000000,-1.825460,-2.472206,-0.988279,-1.501185
         08,-650.000000,-50.000000,-1.355596,-2.628015,-0.732373,-1.848119
         08,-650.000000,-100.000000,-0.867788,-2.672715,-0.466622,-2.099980
         08,-650.000000,-150.000000,-0.394516,-2.610464,-0.209431,-2.246477
         08,-650.000000,-200.000000,0.036370,-2.456220,0.023599,-2.289359
         08,-650.000000,-250.000000,0.404910,-2.232170,0.221545,-2.240538
         08,-650.000000,-300.000000,0.700326,-1.963409,0.378812,-2.118638
         08,-650.000000,-350.000000,0.920447,-1.674024,0.494672,-1.945095
         08,-650.000000,-400.000000,1.069858,-1.384341,0.572098,-1.740782
